regiao,estado,measure,semanaEpi,counts
Centro-Oeste,DF,casosNovos,1,10210
Centro-Oeste,DF,casosNovos,2,32672
Centro-Oeste,DF,casosNovos,3,40410
Centro-Oeste,DF,casosNovos,4,67600
Centro-Oeste,DF,casosNovos,5,71952
Centro-Oeste,DF,casosNovos,6,50346
Centro-Oeste,DF,casosNovos,7,29998
Centro-Oeste,DF,casosNovos,8,18872
Centro-Oeste,DF,casosNovos,9,8512
Centro-Oeste,DF,casosNovos,10,5668
Centro-Oeste,DF,casosNovos,11,3904
Centro-Oeste,DF,casosNovos,12,2940
Centro-Oeste,DF,casosNovos,13,2386
Centro-Oeste,DF,casosNovos,14,1734
Centro-Oeste,DF,casosNovos,15,3518
Centro-Oeste,DF,casosNovos,16,930
Centro-Oeste,DF,casosNovos,17,1700
Centro-Oeste,DF,casosNovos,18,2050
Centro-Oeste,DF,casosNovos,19,2590
Centro-Oeste,DF,casosNovos,20,5086
Centro-Oeste,DF,casosNovos,21,9196
Centro-Oeste,DF,casosNovos,22,24588
Centro-Oeste,DF,casosNovos,23,45340
Centro-Oeste,DF,casosNovos,24,50960
Centro-Oeste,DF,casosNovos,25,50380
Centro-Oeste,DF,casosNovos,26,32246
Centro-Oeste,DF,casosNovos,27,18300
Centro-Oeste,DF,casosNovos,28,14884
Centro-Oeste,DF,casosNovos,29,4716
Centro-Oeste,DF,casosNovos,52,0
Centro-Oeste,DF,obitosNovos,1,22
Centro-Oeste,DF,obitosNovos,2,14
Centro-Oeste,DF,obitosNovos,3,26
Centro-Oeste,DF,obitosNovos,4,50
Centro-Oeste,DF,obitosNovos,5,106
Centro-Oeste,DF,obitosNovos,6,126
Centro-Oeste,DF,obitosNovos,7,126
Centro-Oeste,DF,obitosNovos,8,132
Centro-Oeste,DF,obitosNovos,9,104
Centro-Oeste,DF,obitosNovos,10,94
Centro-Oeste,DF,obitosNovos,11,86
Centro-Oeste,DF,obitosNovos,12,44
Centro-Oeste,DF,obitosNovos,13,30
Centro-Oeste,DF,obitosNovos,14,44
Centro-Oeste,DF,obitosNovos,15,34
Centro-Oeste,DF,obitosNovos,16,22
Centro-Oeste,DF,obitosNovos,17,26
Centro-Oeste,DF,obitosNovos,18,18
Centro-Oeste,DF,obitosNovos,19,20
Centro-Oeste,DF,obitosNovos,20,28
Centro-Oeste,DF,obitosNovos,21,12
Centro-Oeste,DF,obitosNovos,22,4
Centro-Oeste,DF,obitosNovos,23,14
Centro-Oeste,DF,obitosNovos,24,18
Centro-Oeste,DF,obitosNovos,25,76
Centro-Oeste,DF,obitosNovos,26,40
Centro-Oeste,DF,obitosNovos,27,48
Centro-Oeste,DF,obitosNovos,28,26
Centro-Oeste,DF,obitosNovos,29,16
Centro-Oeste,DF,obitosNovos,52,0
Centro-Oeste,GO,casosNovos,1,10924
Centro-Oeste,GO,casosNovos,2,31460
Centro-Oeste,GO,casosNovos,3,59364
Centro-Oeste,GO,casosNovos,4,70996
Centro-Oeste,GO,casosNovos,5,66762
Centro-Oeste,GO,casosNovos,6,73728
Centro-Oeste,GO,casosNovos,7,69236
Centro-Oeste,GO,casosNovos,8,53928
Centro-Oeste,GO,casosNovos,9,34468
Centro-Oeste,GO,casosNovos,10,59294
Centro-Oeste,GO,casosNovos,11,69592
Centro-Oeste,GO,casosNovos,12,43048
Centro-Oeste,GO,casosNovos,13,26436
Centro-Oeste,GO,casosNovos,14,46228
Centro-Oeste,GO,casosNovos,15,19160
Centro-Oeste,GO,casosNovos,16,10546
Centro-Oeste,GO,casosNovos,17,16838
Centro-Oeste,GO,casosNovos,18,16302
Centro-Oeste,GO,casosNovos,19,19238
Centro-Oeste,GO,casosNovos,20,15366
Centro-Oeste,GO,casosNovos,21,25122
Centro-Oeste,GO,casosNovos,22,36514
Centro-Oeste,GO,casosNovos,23,49192
Centro-Oeste,GO,casosNovos,24,51610
Centro-Oeste,GO,casosNovos,25,73228
Centro-Oeste,GO,casosNovos,26,78896
Centro-Oeste,GO,casosNovos,27,70398
Centro-Oeste,GO,casosNovos,28,63456
Centro-Oeste,GO,casosNovos,29,18024
Centro-Oeste,GO,casosNovos,52,406
Centro-Oeste,GO,obitosNovos,1,58
Centro-Oeste,GO,obitosNovos,2,82
Centro-Oeste,GO,obitosNovos,3,186
Centro-Oeste,GO,obitosNovos,4,288
Centro-Oeste,GO,obitosNovos,5,372
Centro-Oeste,GO,obitosNovos,6,298
Centro-Oeste,GO,obitosNovos,7,366
Centro-Oeste,GO,obitosNovos,8,436
Centro-Oeste,GO,obitosNovos,9,188
Centro-Oeste,GO,obitosNovos,10,360
Centro-Oeste,GO,obitosNovos,11,110
Centro-Oeste,GO,obitosNovos,12,282
Centro-Oeste,GO,obitosNovos,13,146
Centro-Oeste,GO,obitosNovos,14,134
Centro-Oeste,GO,obitosNovos,15,100
Centro-Oeste,GO,obitosNovos,16,34
Centro-Oeste,GO,obitosNovos,17,118
Centro-Oeste,GO,obitosNovos,18,102
Centro-Oeste,GO,obitosNovos,19,64
Centro-Oeste,GO,obitosNovos,20,82
Centro-Oeste,GO,obitosNovos,21,98
Centro-Oeste,GO,obitosNovos,22,28
Centro-Oeste,GO,obitosNovos,23,90
Centro-Oeste,GO,obitosNovos,24,98
Centro-Oeste,GO,obitosNovos,25,136
Centro-Oeste,GO,obitosNovos,26,224
Centro-Oeste,GO,obitosNovos,27,148
Centro-Oeste,GO,obitosNovos,28,116
Centro-Oeste,GO,obitosNovos,29,56
Centro-Oeste,GO,obitosNovos,52,34
Centro-Oeste,MS,casosNovos,1,6358
Centro-Oeste,MS,casosNovos,2,15446
Centro-Oeste,MS,casosNovos,3,16836
Centro-Oeste,MS,casosNovos,4,38878
Centro-Oeste,MS,casosNovos,5,42042
Centro-Oeste,MS,casosNovos,6,37684
Centro-Oeste,MS,casosNovos,7,44436
Centro-Oeste,MS,casosNovos,8,34166
Centro-Oeste,MS,casosNovos,9,17100
Centro-Oeste,MS,casosNovos,10,14910
Centro-Oeste,MS,casosNovos,11,10396
Centro-Oeste,MS,casosNovos,12,7494
Centro-Oeste,MS,casosNovos,13,2734
Centro-Oeste,MS,casosNovos,14,2566
Centro-Oeste,MS,casosNovos,15,2102
Centro-Oeste,MS,casosNovos,16,2490
Centro-Oeste,MS,casosNovos,17,1814
Centro-Oeste,MS,casosNovos,18,1510
Centro-Oeste,MS,casosNovos,19,2346
Centro-Oeste,MS,casosNovos,20,1564
Centro-Oeste,MS,casosNovos,21,3954
Centro-Oeste,MS,casosNovos,22,4274
Centro-Oeste,MS,casosNovos,23,10410
Centro-Oeste,MS,casosNovos,24,6154
Centro-Oeste,MS,casosNovos,25,7524
Centro-Oeste,MS,casosNovos,26,6402
Centro-Oeste,MS,casosNovos,27,7094
Centro-Oeste,MS,casosNovos,28,6584
Centro-Oeste,MS,casosNovos,29,5166
Centro-Oeste,MS,casosNovos,52,220
Centro-Oeste,MS,obitosNovos,1,28
Centro-Oeste,MS,obitosNovos,2,24
Centro-Oeste,MS,obitosNovos,3,52
Centro-Oeste,MS,obitosNovos,4,152
Centro-Oeste,MS,obitosNovos,5,226
Centro-Oeste,MS,obitosNovos,6,224
Centro-Oeste,MS,obitosNovos,7,248
Centro-Oeste,MS,obitosNovos,8,196
Centro-Oeste,MS,obitosNovos,9,184
Centro-Oeste,MS,obitosNovos,10,90
Centro-Oeste,MS,obitosNovos,11,52
Centro-Oeste,MS,obitosNovos,12,30
Centro-Oeste,MS,obitosNovos,13,52
Centro-Oeste,MS,obitosNovos,14,12
Centro-Oeste,MS,obitosNovos,15,12
Centro-Oeste,MS,obitosNovos,16,4
Centro-Oeste,MS,obitosNovos,17,14
Centro-Oeste,MS,obitosNovos,18,10
Centro-Oeste,MS,obitosNovos,19,20
Centro-Oeste,MS,obitosNovos,20,14
Centro-Oeste,MS,obitosNovos,21,30
Centro-Oeste,MS,obitosNovos,22,8
Centro-Oeste,MS,obitosNovos,23,12
Centro-Oeste,MS,obitosNovos,24,56
Centro-Oeste,MS,obitosNovos,25,14
Centro-Oeste,MS,obitosNovos,26,32
Centro-Oeste,MS,obitosNovos,27,38
Centro-Oeste,MS,obitosNovos,28,36
Centro-Oeste,MS,obitosNovos,29,36
Centro-Oeste,MS,obitosNovos,52,0
Centro-Oeste,MT,casosNovos,1,10264
Centro-Oeste,MT,casosNovos,2,24628
Centro-Oeste,MT,casosNovos,3,36222
Centro-Oeste,MT,casosNovos,4,54572
Centro-Oeste,MT,casosNovos,5,54968
Centro-Oeste,MT,casosNovos,6,46384
Centro-Oeste,MT,casosNovos,7,36546
Centro-Oeste,MT,casosNovos,8,27832
Centro-Oeste,MT,casosNovos,9,12688
Centro-Oeste,MT,casosNovos,10,10802
Centro-Oeste,MT,casosNovos,11,7142
Centro-Oeste,MT,casosNovos,12,6584
Centro-Oeste,MT,casosNovos,13,6274
Centro-Oeste,MT,casosNovos,14,3542
Centro-Oeste,MT,casosNovos,15,3464
Centro-Oeste,MT,casosNovos,16,2082
Centro-Oeste,MT,casosNovos,17,3658
Centro-Oeste,MT,casosNovos,18,2416
Centro-Oeste,MT,casosNovos,19,2478
Centro-Oeste,MT,casosNovos,20,2216
Centro-Oeste,MT,casosNovos,21,1690
Centro-Oeste,MT,casosNovos,22,3698
Centro-Oeste,MT,casosNovos,23,6218
Centro-Oeste,MT,casosNovos,24,6128
Centro-Oeste,MT,casosNovos,25,19648
Centro-Oeste,MT,casosNovos,26,24142
Centro-Oeste,MT,casosNovos,27,28406
Centro-Oeste,MT,casosNovos,28,28886
Centro-Oeste,MT,casosNovos,29,15788
Centro-Oeste,MT,casosNovos,52,0
Centro-Oeste,MT,obitosNovos,1,54
Centro-Oeste,MT,obitosNovos,2,84
Centro-Oeste,MT,obitosNovos,3,108
Centro-Oeste,MT,obitosNovos,4,158
Centro-Oeste,MT,obitosNovos,5,258
Centro-Oeste,MT,obitosNovos,6,230
Centro-Oeste,MT,obitosNovos,7,214
Centro-Oeste,MT,obitosNovos,8,170
Centro-Oeste,MT,obitosNovos,9,104
Centro-Oeste,MT,obitosNovos,10,74
Centro-Oeste,MT,obitosNovos,11,74
Centro-Oeste,MT,obitosNovos,12,28
Centro-Oeste,MT,obitosNovos,13,32
Centro-Oeste,MT,obitosNovos,14,16
Centro-Oeste,MT,obitosNovos,15,16
Centro-Oeste,MT,obitosNovos,16,4
Centro-Oeste,MT,obitosNovos,17,12
Centro-Oeste,MT,obitosNovos,18,8
Centro-Oeste,MT,obitosNovos,19,6
Centro-Oeste,MT,obitosNovos,20,6
Centro-Oeste,MT,obitosNovos,21,10
Centro-Oeste,MT,obitosNovos,22,18
Centro-Oeste,MT,obitosNovos,23,22
Centro-Oeste,MT,obitosNovos,24,24
Centro-Oeste,MT,obitosNovos,25,56
Centro-Oeste,MT,obitosNovos,26,50
Centro-Oeste,MT,obitosNovos,27,78
Centro-Oeste,MT,obitosNovos,28,82
Centro-Oeste,MT,obitosNovos,29,62
Centro-Oeste,MT,obitosNovos,52,0
Nordeste,AL,casosNovos,1,1322
Nordeste,AL,casosNovos,2,4604
Nordeste,AL,casosNovos,3,8426
Nordeste,AL,casosNovos,4,15738
Nordeste,AL,casosNovos,5,22720
Nordeste,AL,casosNovos,6,24524
Nordeste,AL,casosNovos,7,15470
Nordeste,AL,casosNovos,8,4150
Nordeste,AL,casosNovos,9,5358
Nordeste,AL,casosNovos,10,1868
Nordeste,AL,casosNovos,11,2266
Nordeste,AL,casosNovos,12,1316
Nordeste,AL,casosNovos,13,552
Nordeste,AL,casosNovos,14,1526
Nordeste,AL,casosNovos,15,372
Nordeste,AL,casosNovos,16,856
Nordeste,AL,casosNovos,17,694
Nordeste,AL,casosNovos,18,762
Nordeste,AL,casosNovos,19,440
Nordeste,AL,casosNovos,20,214
Nordeste,AL,casosNovos,21,760
Nordeste,AL,casosNovos,22,902
Nordeste,AL,casosNovos,23,926
Nordeste,AL,casosNovos,24,1824
Nordeste,AL,casosNovos,25,4024
Nordeste,AL,casosNovos,26,6872
Nordeste,AL,casosNovos,27,10260
Nordeste,AL,casosNovos,28,6532
Nordeste,AL,casosNovos,29,2488
Nordeste,AL,casosNovos,52,22
Nordeste,AL,obitosNovos,1,6
Nordeste,AL,obitosNovos,2,10
Nordeste,AL,obitosNovos,3,28
Nordeste,AL,obitosNovos,4,52
Nordeste,AL,obitosNovos,5,70
Nordeste,AL,obitosNovos,6,102
Nordeste,AL,obitosNovos,7,140
Nordeste,AL,obitosNovos,8,158
Nordeste,AL,obitosNovos,9,142
Nordeste,AL,obitosNovos,10,116
Nordeste,AL,obitosNovos,11,92
Nordeste,AL,obitosNovos,12,56
Nordeste,AL,obitosNovos,13,38
Nordeste,AL,obitosNovos,14,30
Nordeste,AL,obitosNovos,15,22
Nordeste,AL,obitosNovos,16,14
Nordeste,AL,obitosNovos,17,10
Nordeste,AL,obitosNovos,18,14
Nordeste,AL,obitosNovos,19,6
Nordeste,AL,obitosNovos,20,0
Nordeste,AL,obitosNovos,21,0
Nordeste,AL,obitosNovos,22,0
Nordeste,AL,obitosNovos,23,0
Nordeste,AL,obitosNovos,24,6
Nordeste,AL,obitosNovos,25,10
Nordeste,AL,obitosNovos,26,28
Nordeste,AL,obitosNovos,27,50
Nordeste,AL,obitosNovos,28,60
Nordeste,AL,obitosNovos,29,42
Nordeste,AL,obitosNovos,52,0
Nordeste,BA,casosNovos,1,11606
Nordeste,BA,casosNovos,2,20504
Nordeste,BA,casosNovos,3,50574
Nordeste,BA,casosNovos,4,86258
Nordeste,BA,casosNovos,5,101036
Nordeste,BA,casosNovos,6,92694
Nordeste,BA,casosNovos,7,64332
Nordeste,BA,casosNovos,8,33138
Nordeste,BA,casosNovos,9,15742
Nordeste,BA,casosNovos,10,18264
Nordeste,BA,casosNovos,11,12640
Nordeste,BA,casosNovos,12,9170
Nordeste,BA,casosNovos,13,9952
Nordeste,BA,casosNovos,14,5558
Nordeste,BA,casosNovos,15,4508
Nordeste,BA,casosNovos,16,4076
Nordeste,BA,casosNovos,17,3650
Nordeste,BA,casosNovos,18,3344
Nordeste,BA,casosNovos,19,2820
Nordeste,BA,casosNovos,20,1524
Nordeste,BA,casosNovos,21,3460
Nordeste,BA,casosNovos,22,2822
Nordeste,BA,casosNovos,23,9196
Nordeste,BA,casosNovos,24,9000
Nordeste,BA,casosNovos,25,14828
Nordeste,BA,casosNovos,26,35820
Nordeste,BA,casosNovos,27,52106
Nordeste,BA,casosNovos,28,45396
Nordeste,BA,casosNovos,29,15360
Nordeste,BA,casosNovos,52,342
Nordeste,BA,obitosNovos,1,164
Nordeste,BA,obitosNovos,2,138
Nordeste,BA,obitosNovos,3,224
Nordeste,BA,obitosNovos,4,274
Nordeste,BA,obitosNovos,5,514
Nordeste,BA,obitosNovos,6,626
Nordeste,BA,obitosNovos,7,810
Nordeste,BA,obitosNovos,8,522
Nordeste,BA,obitosNovos,9,428
Nordeste,BA,obitosNovos,10,254
Nordeste,BA,obitosNovos,11,196
Nordeste,BA,obitosNovos,12,150
Nordeste,BA,obitosNovos,13,132
Nordeste,BA,obitosNovos,14,90
Nordeste,BA,obitosNovos,15,68
Nordeste,BA,obitosNovos,16,64
Nordeste,BA,obitosNovos,17,44
Nordeste,BA,obitosNovos,18,30
Nordeste,BA,obitosNovos,19,40
Nordeste,BA,obitosNovos,20,52
Nordeste,BA,obitosNovos,21,18
Nordeste,BA,obitosNovos,22,32
Nordeste,BA,obitosNovos,23,28
Nordeste,BA,obitosNovos,24,50
Nordeste,BA,obitosNovos,25,60
Nordeste,BA,obitosNovos,26,68
Nordeste,BA,obitosNovos,27,64
Nordeste,BA,obitosNovos,28,202
Nordeste,BA,obitosNovos,29,94
Nordeste,BA,obitosNovos,52,2
Nordeste,CE,casosNovos,1,7928
Nordeste,CE,casosNovos,2,15012
Nordeste,CE,casosNovos,3,43266
Nordeste,CE,casosNovos,4,173844
Nordeste,CE,casosNovos,5,206146
Nordeste,CE,casosNovos,6,44208
Nordeste,CE,casosNovos,7,29264
Nordeste,CE,casosNovos,8,18342
Nordeste,CE,casosNovos,9,9118
Nordeste,CE,casosNovos,10,6574
Nordeste,CE,casosNovos,11,4750
Nordeste,CE,casosNovos,12,6882
Nordeste,CE,casosNovos,13,2264
Nordeste,CE,casosNovos,14,3968
Nordeste,CE,casosNovos,15,1254
Nordeste,CE,casosNovos,16,844
Nordeste,CE,casosNovos,17,882
Nordeste,CE,casosNovos,18,868
Nordeste,CE,casosNovos,19,1214
Nordeste,CE,casosNovos,20,674
Nordeste,CE,casosNovos,21,1124
Nordeste,CE,casosNovos,22,1440
Nordeste,CE,casosNovos,23,5366
Nordeste,CE,casosNovos,24,5532
Nordeste,CE,casosNovos,25,10160
Nordeste,CE,casosNovos,26,24080
Nordeste,CE,casosNovos,27,19974
Nordeste,CE,casosNovos,28,117574
Nordeste,CE,casosNovos,29,12950
Nordeste,CE,casosNovos,52,1420
Nordeste,CE,obitosNovos,1,70
Nordeste,CE,obitosNovos,2,58
Nordeste,CE,obitosNovos,3,220
Nordeste,CE,obitosNovos,4,390
Nordeste,CE,obitosNovos,5,504
Nordeste,CE,obitosNovos,6,732
Nordeste,CE,obitosNovos,7,496
Nordeste,CE,obitosNovos,8,490
Nordeste,CE,obitosNovos,9,252
Nordeste,CE,obitosNovos,10,302
Nordeste,CE,obitosNovos,11,196
Nordeste,CE,obitosNovos,12,76
Nordeste,CE,obitosNovos,13,114
Nordeste,CE,obitosNovos,14,122
Nordeste,CE,obitosNovos,15,42
Nordeste,CE,obitosNovos,16,76
Nordeste,CE,obitosNovos,17,62
Nordeste,CE,obitosNovos,18,76
Nordeste,CE,obitosNovos,19,76
Nordeste,CE,obitosNovos,20,80
Nordeste,CE,obitosNovos,21,86
Nordeste,CE,obitosNovos,22,76
Nordeste,CE,obitosNovos,23,54
Nordeste,CE,obitosNovos,24,16
Nordeste,CE,obitosNovos,25,50
Nordeste,CE,obitosNovos,26,96
Nordeste,CE,obitosNovos,27,176
Nordeste,CE,obitosNovos,28,78
Nordeste,CE,obitosNovos,29,40
Nordeste,CE,obitosNovos,52,0
Nordeste,MA,casosNovos,1,2466
Nordeste,MA,casosNovos,2,4754
Nordeste,MA,casosNovos,3,7614
Nordeste,MA,casosNovos,4,15546
Nordeste,MA,casosNovos,5,14406
Nordeste,MA,casosNovos,6,14856
Nordeste,MA,casosNovos,7,13076
Nordeste,MA,casosNovos,8,11534
Nordeste,MA,casosNovos,9,4458
Nordeste,MA,casosNovos,10,6582
Nordeste,MA,casosNovos,11,6798
Nordeste,MA,casosNovos,12,4794
Nordeste,MA,casosNovos,13,4268
Nordeste,MA,casosNovos,14,3994
Nordeste,MA,casosNovos,15,1644
Nordeste,MA,casosNovos,16,3370
Nordeste,MA,casosNovos,17,3616
Nordeste,MA,casosNovos,18,3530
Nordeste,MA,casosNovos,19,2806
Nordeste,MA,casosNovos,20,2102
Nordeste,MA,casosNovos,21,1800
Nordeste,MA,casosNovos,22,2620
Nordeste,MA,casosNovos,23,2552
Nordeste,MA,casosNovos,24,1400
Nordeste,MA,casosNovos,25,2054
Nordeste,MA,casosNovos,26,2998
Nordeste,MA,casosNovos,27,4588
Nordeste,MA,casosNovos,28,11122
Nordeste,MA,casosNovos,29,6516
Nordeste,MA,casosNovos,52,98
Nordeste,MA,obitosNovos,1,38
Nordeste,MA,obitosNovos,2,34
Nordeste,MA,obitosNovos,3,60
Nordeste,MA,obitosNovos,4,68
Nordeste,MA,obitosNovos,5,98
Nordeste,MA,obitosNovos,6,150
Nordeste,MA,obitosNovos,7,164
Nordeste,MA,obitosNovos,8,180
Nordeste,MA,obitosNovos,9,110
Nordeste,MA,obitosNovos,10,28
Nordeste,MA,obitosNovos,11,30
Nordeste,MA,obitosNovos,12,22
Nordeste,MA,obitosNovos,13,10
Nordeste,MA,obitosNovos,14,8
Nordeste,MA,obitosNovos,15,2
Nordeste,MA,obitosNovos,16,2
Nordeste,MA,obitosNovos,17,8
Nordeste,MA,obitosNovos,18,8
Nordeste,MA,obitosNovos,19,0
Nordeste,MA,obitosNovos,20,0
Nordeste,MA,obitosNovos,21,2
Nordeste,MA,obitosNovos,22,2
Nordeste,MA,obitosNovos,23,2
Nordeste,MA,obitosNovos,24,0
Nordeste,MA,obitosNovos,25,8
Nordeste,MA,obitosNovos,26,4
Nordeste,MA,obitosNovos,27,20
Nordeste,MA,obitosNovos,28,22
Nordeste,MA,obitosNovos,29,8
Nordeste,MA,obitosNovos,52,0
Nordeste,PB,casosNovos,1,1724
Nordeste,PB,casosNovos,2,5610
Nordeste,PB,casosNovos,3,17822
Nordeste,PB,casosNovos,4,34018
Nordeste,PB,casosNovos,5,45744
Nordeste,PB,casosNovos,6,45174
Nordeste,PB,casosNovos,7,39628
Nordeste,PB,casosNovos,8,28678
Nordeste,PB,casosNovos,9,10370
Nordeste,PB,casosNovos,10,15074
Nordeste,PB,casosNovos,11,10840
Nordeste,PB,casosNovos,12,5012
Nordeste,PB,casosNovos,13,6174
Nordeste,PB,casosNovos,14,3850
Nordeste,PB,casosNovos,15,1904
Nordeste,PB,casosNovos,16,2036
Nordeste,PB,casosNovos,17,1554
Nordeste,PB,casosNovos,18,1284
Nordeste,PB,casosNovos,19,1352
Nordeste,PB,casosNovos,20,896
Nordeste,PB,casosNovos,21,2322
Nordeste,PB,casosNovos,22,1344
Nordeste,PB,casosNovos,23,4246
Nordeste,PB,casosNovos,24,4896
Nordeste,PB,casosNovos,25,9804
Nordeste,PB,casosNovos,26,12304
Nordeste,PB,casosNovos,27,15924
Nordeste,PB,casosNovos,28,13792
Nordeste,PB,casosNovos,29,4652
Nordeste,PB,casosNovos,52,352
Nordeste,PB,obitosNovos,1,18
Nordeste,PB,obitosNovos,2,16
Nordeste,PB,obitosNovos,3,36
Nordeste,PB,obitosNovos,4,126
Nordeste,PB,obitosNovos,5,192
Nordeste,PB,obitosNovos,6,284
Nordeste,PB,obitosNovos,7,186
Nordeste,PB,obitosNovos,8,108
Nordeste,PB,obitosNovos,9,90
Nordeste,PB,obitosNovos,10,56
Nordeste,PB,obitosNovos,11,38
Nordeste,PB,obitosNovos,12,30
Nordeste,PB,obitosNovos,13,14
Nordeste,PB,obitosNovos,14,6
Nordeste,PB,obitosNovos,15,0
Nordeste,PB,obitosNovos,16,10
Nordeste,PB,obitosNovos,17,14
Nordeste,PB,obitosNovos,18,10
Nordeste,PB,obitosNovos,19,2
Nordeste,PB,obitosNovos,20,4
Nordeste,PB,obitosNovos,21,6
Nordeste,PB,obitosNovos,22,0
Nordeste,PB,obitosNovos,23,10
Nordeste,PB,obitosNovos,24,2
Nordeste,PB,obitosNovos,25,36
Nordeste,PB,obitosNovos,26,36
Nordeste,PB,obitosNovos,27,42
Nordeste,PB,obitosNovos,28,50
Nordeste,PB,obitosNovos,29,34
Nordeste,PB,obitosNovos,52,2
Nordeste,PE,casosNovos,1,5938
Nordeste,PE,casosNovos,2,11820
Nordeste,PE,casosNovos,3,24892
Nordeste,PE,casosNovos,4,55764
Nordeste,PE,casosNovos,5,66848
Nordeste,PE,casosNovos,6,62060
Nordeste,PE,casosNovos,7,69096
Nordeste,PE,casosNovos,8,68468
Nordeste,PE,casosNovos,9,39620
Nordeste,PE,casosNovos,10,33348
Nordeste,PE,casosNovos,11,29616
Nordeste,PE,casosNovos,12,23324
Nordeste,PE,casosNovos,13,18296
Nordeste,PE,casosNovos,14,14898
Nordeste,PE,casosNovos,15,11810
Nordeste,PE,casosNovos,16,8518
Nordeste,PE,casosNovos,17,10854
Nordeste,PE,casosNovos,18,7484
Nordeste,PE,casosNovos,19,7178
Nordeste,PE,casosNovos,20,3110
Nordeste,PE,casosNovos,21,8048
Nordeste,PE,casosNovos,22,8356
Nordeste,PE,casosNovos,23,11938
Nordeste,PE,casosNovos,24,17358
Nordeste,PE,casosNovos,25,21898
Nordeste,PE,casosNovos,26,32330
Nordeste,PE,casosNovos,27,33478
Nordeste,PE,casosNovos,28,26132
Nordeste,PE,casosNovos,29,9520
Nordeste,PE,casosNovos,52,412
Nordeste,PE,obitosNovos,1,94
Nordeste,PE,obitosNovos,2,86
Nordeste,PE,obitosNovos,3,74
Nordeste,PE,obitosNovos,4,92
Nordeste,PE,obitosNovos,5,190
Nordeste,PE,obitosNovos,6,196
Nordeste,PE,obitosNovos,7,230
Nordeste,PE,obitosNovos,8,246
Nordeste,PE,obitosNovos,9,172
Nordeste,PE,obitosNovos,10,128
