estado,semanaEpi,casosNovos_sum,casosNovos_mean,obitosNovos_sum,obitosNovos_mean
BA,12,9170,3.126491646778043,150,0.05114217524718718
BA,13,9952,3.393112853733379,132,0.04500511421752472
BA,14,5558,1.8949880668257757,90,0.03068530514831231
BA,15,4508,1.5369928400954653,68,0.023184452778724857
BA,16,4076,1.3897033753835664,64,0.021820661438799863
BA,17,3650,1.2444595976815547,44,0.015001704739174906
BA,18,3344,1.140129560177293,30,0.010228435049437436
BA,19,2820,0.9614728946471189,40,0.013637913399249914
BA,20,1524,0.5196045005114217,52,0.017729287419024888
BA,21,3460,1.1796795090351175,18,0.006137061029662462
BA,22,2822,0.9621547903170815,32,0.010910330719399931
BA,23,9196,3.1353562904875556,28,0.00954653937947494
BA,24,9000,3.068530514831231,50,0.017047391749062394
BA,25,14828,5.055574497101944,60,0.020456870098874872
BA,26,35820,12.212751449028298,68,0.023184452778724857
BA,27,52106,17.7654278895329,64,0.021820661438799863
BA,28,45396,15.477667916808729,202,0.06887146266621207
BA,29,15360,9.164677804295943,94,0.05608591885441527
BA,52,342,0.8162291169451074,2,0.00477326968973747
CE,1,7928,6.089093701996928,70,0.053763440860215055
CE,2,15012,11.52995391705069,58,0.0445468509984639
CE,3,43266,33.23041474654378,220,0.16897081413210446
CE,4,173844,133.52073732718895,390,0.2995391705069124
CE,5,206146,158.33026113671275,504,0.3870967741935484
CE,6,44208,33.953917050691246,732,0.5622119815668203
CE,7,29264,22.476190476190474,496,0.38095238095238093
CE,8,18342,14.087557603686635,490,0.3763440860215054
CE,9,9118,7.003072196620583,252,0.1935483870967742
CE,10,6574,5.04915514592934,302,0.23195084485407066
CE,11,4750,3.6482334869431643,196,0.15053763440860216
CE,12,6882,5.285714285714286,76,0.05837173579109063
CE,13,2264,1.738863287250384,114,0.08755760368663594
CE,14,3968,3.0476190476190474,122,0.09370199692780339
CE,15,1254,0.9631336405529954,42,0.03225806451612903
CE,16,844,0.6482334869431644,76,0.05837173579109063
CE,17,882,0.6774193548387096,62,0.047619047619047616
CE,18,868,0.6666666666666666,76,0.05837173579109063
CE,19,1214,0.9324116743471582,76,0.05837173579109063
CE,20,674,0.5176651305683564,80,0.06144393241167435
CE,21,1124,0.8632872503840245,86,0.06605222734254992
CE,22,1440,1.1059907834101383,76,0.05837173579109063
CE,23,5366,4.121351766513057,54,0.041474654377880185
CE,24,5532,4.248847926267281,16,0.01228878648233487
CE,25,10160,7.803379416282642,50,0.03840245775729647
CE,26,24080,18.49462365591398,96,0.07373271889400922
CE,27,19974,15.341013824884792,176,0.13517665130568357
CE,28,117574,90.3026113671275,78,0.059907834101382486
CE,29,12950,17.405913978494624,40,0.053763440860215055
CE,52,1420,7.634408602150538,0,0.0
DF,1,10210,729.2857142857143,22,1.5714285714285714
DF,2,32672,2333.714285714286,14,1.0
DF,3,40410,2886.4285714285716,26,1.8571428571428572
DF,4,67600,4828.571428571428,50,3.5714285714285716
DF,5,71952,5139.428571428572,106,7.571428571428571
DF,6,50346,3596.1428571428573,126,9.0
DF,7,29998,2142.714285714286,126,9.0
DF,8,18872,1348.0,132,9.428571428571429
DF,9,8512,608.0,104,7.428571428571429
DF,10,5668,404.85714285714283,94,6.714285714285714
DF,11,3904,278.85714285714283,86,6.142857142857143
DF,12,2940,210.0,44,3.142857142857143
DF,13,2386,170.42857142857142,30,2.142857142857143
DF,14,1734,123.85714285714286,44,3.142857142857143
DF,15,3518,251.28571428571428,34,2.4285714285714284
DF,16,930,66.42857142857143,22,1.5714285714285714
DF,17,1700,121.42857142857143,26,1.8571428571428572
DF,18,2050,146.42857142857142,18,1.2857142857142858
DF,19,2590,185.0,20,1.4285714285714286
DF,20,5086,363.2857142857143,28,2.0
DF,21,9196,656.8571428571429,12,0.8571428571428571
DF,22,24588,1756.2857142857142,4,0.2857142857142857
DF,23,45340,3238.5714285714284,14,1.0
DF,24,50960,3640.0,18,1.2857142857142858
DF,25,50380,3598.5714285714284,76,5.428571428571429
DF,26,32246,2303.285714285714,40,2.857142857142857
DF,27,18300,1307.142857142857,48,3.4285714285714284
DF,28,14884,1063.142857142857,26,1.8571428571428572
DF,29,4716,589.5,16,2.0
DF,52,0,0.0,0,0.0
ES,1,9390,16.767857142857142,40,0.07142857142857142
ES,2,53466,95.475,42,0.075
ES,3,120972,216.02142857142857,84,0.15
ES,4,207142,369.89642857142854,142,0.25357142857142856
ES,5,186268,332.62142857142857,334,0.5964285714285714
ES,6,117760,210.28571428571428,360,0.6428571428571429
ES,7,56550,100.98214285714286,334,0.5964285714285714
ES,8,30642,54.71785714285714,232,0.4142857142857143
ES,9,12350,22.053571428571427,134,0.2392857142857143
ES,10,9176,16.385714285714286,108,0.19285714285714287
ES,11,5180,9.25,122,0.21785714285714286
ES,12,5328,9.514285714285714,52,0.09285714285714286
ES,13,5406,9.653571428571428,30,0.05357142857142857
ES,14,3824,6.828571428571428,40,0.07142857142857142
ES,15,5974,10.667857142857143,42,0.075
ES,16,2256,4.0285714285714285,26,0.04642857142857143
ES,17,1824,3.257142857142857,2,0.0035714285714285713
ES,18,1398,2.4964285714285714,8,0.014285714285714285
ES,19,2114,3.775,2,0.0035714285714285713
ES,20,3726,6.6535714285714285,8,0.014285714285714285
ES,21,4450,7.946428571428571,14,0.025
ES,22,7884,14.07857142857143,20,0.03571428571428571
ES,23,16232,28.985714285714284,26,0.04642857142857143
ES,24,24248,43.3,26,0.04642857142857143
ES,25,45596,81.42142857142858,44,0.07857142857142857
ES,26,57746,103.11785714285715,78,0.1392857142857143
ES,27,55014,98.23928571428571,112,0.2
ES,28,45894,81.95357142857142,74,0.13214285714285715
ES,29,18942,59.19375,54,0.16875
ES,52,108,1.35,4,0.05
GO,1,10924,6.292626728110599,58,0.03341013824884793
GO,2,31460,18.122119815668203,82,0.04723502304147465
GO,3,59364,34.19585253456221,186,0.10714285714285714
GO,4,70996,40.8963133640553,288,0.16589861751152074
GO,5,66762,38.4573732718894,372,0.21428571428571427
GO,6,73728,42.47004608294931,298,0.1716589861751152
GO,7,69236,39.882488479262676,366,0.2108294930875576
GO,8,53928,31.06451612903226,436,0.2511520737327189
GO,9,34468,19.85483870967742,188,0.10829493087557604
GO,10,59294,34.15552995391705,360,0.2073732718894009
GO,11,69592,40.08755760368663,110,0.06336405529953917
GO,12,43048,24.797235023041473,282,0.16244239631336405
GO,13,26436,15.228110599078342,146,0.08410138248847926
GO,14,46228,26.629032258064516,134,0.0771889400921659
GO,15,19160,11.036866359447005,100,0.0576036866359447
GO,16,10546,6.074884792626728,34,0.019585253456221197
GO,17,16838,9.699308755760368,118,0.06797235023041474
GO,18,16302,9.390552995391705,102,0.0587557603686636
GO,19,19238,11.081797235023041,64,0.03686635944700461
GO,20,15366,8.851382488479263,82,0.04723502304147465
GO,21,25122,14.471198156682028,98,0.056451612903225805
GO,22,36514,21.033410138248847,28,0.016129032258064516
GO,23,49192,28.336405529953918,90,0.05184331797235023
GO,24,51610,29.72926267281106,98,0.056451612903225805
GO,25,73228,42.18202764976959,136,0.07834101382488479
GO,26,78896,45.44700460829493,224,0.12903225806451613
GO,27,70398,40.55184331797235,148,0.08525345622119816
GO,28,63456,36.55299539170507,116,0.06682027649769585
GO,29,18024,18.169354838709676,56,0.056451612903225805
GO,52,406,1.6370967741935485,34,0.13709677419354838
MA,1,2466,1.6086105675146771,38,0.024787997390737115
MA,2,4754,3.101108936725375,34,0.02217873450750163
MA,3,7614,4.966731898238748,60,0.03913894324853229
MA,4,15546,10.140900195694716,68,0.04435746901500326
MA,5,14406,9.397260273972602,98,0.0639269406392694
MA,6,14856,9.690802348336595,150,0.09784735812133072
MA,7,13076,8.529680365296803,164,0.10697977821265492
MA,8,11534,7.523809523809524,180,0.11741682974559686
MA,9,4458,2.908023483365949,110,0.07175472928897586
MA,10,6582,4.293542074363992,28,0.0182648401826484
MA,11,6798,4.4344422700587085,30,0.019569471624266144
MA,12,4794,3.12720156555773,22,0.014350945857795172
MA,13,4268,2.7840834964122636,10,0.006523157208088715
MA,14,3994,2.6053489889106327,8,0.005218525766470972
MA,15,1644,1.0724070450097847,2,0.001304631441617743
MA,16,3370,2.198303979125897,2,0.001304631441617743
MA,17,3616,2.358773646444879,8,0.005218525766470972
MA,18,3530,2.3026744944553164,8,0.005218525766470972
MA,19,2806,1.8303979125896934,0,0.0
MA,20,2102,1.371167645140248,0,0.0
MA,21,1800,1.1741682974559686,2,0.001304631441617743
MA,22,2620,1.7090671885192432,2,0.001304631441617743
MA,23,2552,1.66470971950424,2,0.001304631441617743
MA,24,1400,0.91324200913242,0,0.0
MA,25,2054,1.339856490541422,8,0.005218525766470972
MA,26,2998,1.9556425309849967,4,0.002609262883235486
MA,27,4588,2.9928245270711025,20,0.01304631441617743
MA,28,11122,7.255055446836269,22,0.014350945857795172
MA,29,6516,7.438356164383562,8,0.0091324200913242
MA,52,98,0.4474885844748858,0,0.0
MG,1,66340,11.0843776106934,138,0.02305764411027569
MG,2,183316,30.62923976608187,164,0.02740183792815372
MG,3,280790,46.9156223893066,262,0.04377610693400167
MG,4,380716,63.61169590643275,546,0.0912280701754386
MG,5,364078,60.83174603174603,1080,0.18045112781954886
MG,6,285530,47.707602339181285,1314,0.21954887218045113
MG,7,192146,32.10459482038429,1168,0.19515455304928989
MG,8,185928,31.065664160401003,1188,0.19849624060150375
MG,9,71850,12.00501253132832,572,0.09557226399331663
MG,10,69640,11.635756056808688,888,0.14837092731829574
MG,11,61998,10.35889724310777,438,0.07318295739348371
MG,12,42680,7.131161236424394,406,0.06783625730994151
MG,13,24784,4.141019214703425,276,0.04611528822055138
MG,14,30978,5.1759398496240605,310,0.05179615705931495
MG,15,9200,1.5371762740183792,158,0.026399331662489558
MG,16,6284,1.0499582289055973,206,0.03441938178780284
MG,17,9286,1.551545530492899,160,0.026733500417710943
MG,18,8162,1.3637426900584795,162,0.02706766917293233
MG,19,19024,3.1786131996658313,66,0.011027568922305764
MG,20,25912,4.329490392648287,96,0.016040100250626566
MG,21,38552,6.441436925647452,172,0.028738512949039265
MG,22,64702,10.810693400167084,70,0.011695906432748537
MG,23,86148,14.393984962406016,280,0.04678362573099415
MG,24,58226,9.728654970760234,248,0.041436925647451966
MG,25,129262,21.59766081871345,344,0.05747702589807853
MG,26,122290,20.432748538011698,310,0.05179615705931495
MG,27,115900,19.365079365079364,354,0.05914786967418546
MG,28,103558,17.302923976608188,388,0.06482873851294904
MG,29,58230,17.026315789473685,222,0.06491228070175438
MG,52,1136,1.328654970760234,0,0.0
MS,1,6358,11.353571428571428,28,0.05
MS,2,15446,27.582142857142856,24,0.04285714285714286
MS,3,16836,30.064285714285713,52,0.09285714285714286
MS,4,38878,69.425,152,0.2714285714285714
MS,5,42042,75.075,226,0.4035714285714286
MS,6,37684,67.29285714285714,224,0.4
MS,7,44436,79.35,248,0.44285714285714284
MS,8,34166,61.010714285714286,196,0.35
MS,9,17100,30.535714285714285,184,0.32857142857142857
MS,10,14910,26.625,90,0.16071428571428573
MS,11,10396,18.564285714285713,52,0.09285714285714286
MS,12,7494,13.382142857142858,30,0.05357142857142857
MS,13,2734,4.882142857142857,52,0.09285714285714286
MS,14,2566,4.582142857142857,12,0.02142857142857143
MS,15,2102,3.7535714285714286,12,0.02142857142857143
MS,16,2490,4.446428571428571,4,0.007142857142857143
MS,17,1814,3.2392857142857143,14,0.025
MS,18,1510,2.6964285714285716,10,0.017857142857142856
MS,19,2346,4.189285714285714,20,0.03571428571428571
MS,20,1564,2.7928571428571427,14,0.025
MS,21,3954,7.060714285714286,30,0.05357142857142857
MS,22,4274,7.632142857142857,8,0.014285714285714285
MS,23,10410,18.589285714285715,12,0.02142857142857143
MS,24,6154,10.989285714285714,56,0.1
MS,25,7524,13.435714285714285,14,0.025
MS,26,6402,11.432142857142857,32,0.05714285714285714
MS,27,7094,12.667857142857143,38,0.06785714285714285
MS,28,6584,11.757142857142858,36,0.06428571428571428
MS,29,5166,16.14375,36,0.1125
MS,52,220,2.75,0,0.0
MT,1,10264,10.253746253746254,54,0.053946053946053944
MT,2,24628,24.603396603396604,84,0.08391608391608392
MT,3,36222,36.18581418581419,108,0.10789210789210789
MT,4,54572,54.51748251748252,158,0.15784215784215785
MT,5,54968,54.913086913086914,258,0.25774225774225773
MT,6,46384,46.33766233766234,230,0.22977022977022976
MT,7,36546,36.50949050949051,214,0.2137862137862138
MT,8,27832,27.804195804195803,170,0.16983016983016982
MT,9,12688,12.675324675324676,104,0.1038961038961039
MT,10,10802,10.791208791208792,74,0.07392607392607392
MT,11,7142,7.134865134865135,74,0.07392607392607392
MT,12,6584,6.577422577422578,28,0.027972027972027972
MT,13,6274,6.267732267732268,32,0.03196803196803197
MT,14,3542,3.5384615384615383,16,0.015984015984015984
MT,15,3464,3.4605394605394606,16,0.015984015984015984
MT,16,2082,2.07992007992008,4,0.003996003996003996
MT,17,3658,3.6543456543456543,12,0.011988011988011988
MT,18,2416,2.4135864135864136,8,0.007992007992007992
MT,19,2478,2.4755244755244754,6,0.005994005994005994
MT,20,2216,2.213786213786214,6,0.005994005994005994
MT,21,1690,1.6883116883116882,10,0.00999000999000999
MT,22,3698,3.694305694305694,18,0.017982017982017984
MT,23,6218,6.211788211788212,22,0.02197802197802198
MT,24,6128,6.1218781218781215,24,0.023976023976023976
MT,25,19648,19.628371628371628,56,0.055944055944055944
MT,26,24142,24.117882117882118,50,0.04995004995004995
MT,27,28406,28.377622377622377,78,0.07792207792207792
MT,28,28886,28.857142857142858,82,0.08191808191808192
MT,29,15788,27.6013986013986,62,0.10839160839160839
MT,52,0,0.0,0,0.0
PA,1,6590,6.4926108374384235,140,0.13793103448275862
PA,2,8352,8.228571428571428,144,0.14187192118226602
PA,3,9538,9.39704433497537,94,0.09261083743842365
PA,4,18642,18.366502463054186,110,0.10837438423645321
PA,5,29042,28.6128078817734,158,0.15566502463054188
PA,6,39886,39.296551724137935,240,0.23645320197044334
PA,7,37378,36.8256157635468,248,0.24433497536945814
PA,8,32538,32.05714285714286,248,0.24433497536945814
PA,9,15440,15.211822660098521,218,0.2147783251231527
PA,10,20440,20.137931034482758,156,0.15369458128078817
PA,11,17426,17.16847290640394,116,0.11428571428571428
PA,12,14928,14.707389162561576,96,0.09458128078817735
PA,13,10408,10.254187192118227,74,0.0729064039408867
PA,14,5830,5.74384236453202,82,0.08078817733990148
PA,15,3908,3.850246305418719,70,0.06896551724137931
PA,16,4384,4.319211822660098,78,0.07684729064039408
PA,17,5446,5.36551724137931,80,0.07881773399014778
PA,18,6348,6.254187192118226,64,0.06305418719211822
PA,19,4112,4.051231527093596,30,0.029556650246305417
PA,20,4282,4.21871921182266,54,0.053201970443349754
PA,21,3000,2.955665024630542,56,0.05517241379310345
PA,22,2140,2.1083743842364533,34,0.033497536945812804
PA,23,3156,3.10935960591133,54,0.053201970443349754
PA,24,2906,2.8630541871921182,40,0.03940886699507389
PA,25,3672,3.617733990147783,36,0.035467980295566505
PA,26,6600,6.502463054187192,34,0.033497536945812804
PA,27,7674,7.560591133004926,20,0.019704433497536946
PA,28,13700,13.497536945812808,26,0.02561576354679803
PA,29,6600,11.379310344827585,18,0.03103448275862069
PA,52,110,0.7586206896551724,4,0.027586206896551724
PB,1,1724,1.0946031746031746,18,0.011428571428571429
PB,2,5610,3.5619047619047617,16,0.010158730158730159
PB,3,17822,11.315555555555555,36,0.022857142857142857
PB,4,34018,21.59873015873016,126,0.08
PB,5,45744,29.043809523809525,192,0.1219047619047619
PB,6,45174,28.68190476190476,284,0.18031746031746032
PB,7,39628,25.16063492063492,186,0.1180952380952381
PB,8,28678,18.208253968253967,108,0.06857142857142857
PB,9,10370,6.584126984126984,90,0.05714285714285714
PB,10,15074,9.57079365079365,56,0.035555555555555556
PB,11,10840,6.882539682539683,38,0.02412698412698413
PB,12,5012,3.1822222222222223,30,0.01904761904761905
PB,13,6174,3.92,14,0.008888888888888889
PB,14,3850,2.4444444444444446,6,0.0038095238095238095
PB,15,1904,1.208888888888889,0,0.0
PB,16,2036,1.2926984126984127,10,0.006349206349206349
PB,17,1554,0.9866666666666667,14,0.008888888888888889
PB,18,1284,0.8152380952380952,10,0.006349206349206349
PB,19,1352,0.8584126984126984,2,0.0012698412698412698
PB,20,896,0.5688888888888889,4,0.0025396825396825397
PB,21,2322,1.4742857142857142,6,0.0038095238095238095
PB,22,1344,0.8533333333333334,0,0.0
PB,23,4246,2.695873015873016,10,0.006349206349206349
PB,24,4896,3.1085714285714285,2,0.0012698412698412698
PB,25,9804,6.2247619047619045,36,0.022857142857142857
PB,26,12304,7.812063492063492,36,0.022857142857142857
PB,27,15924,10.11047619047619,42,0.02666666666666667
PB,28,13792,8.756825396825397,50,0.031746031746031744
PB,29,4652,5.168888888888889,34,0.03777777777777778
PB,52,352,1.5644444444444445,2,0.008888888888888889
PE,1,5938,4.536287242169595,94,0.0718105423987777
PE,2,11820,9.029793735676089,86,0.06569900687547746
PE,3,24892,19.016042780748663,74,0.05653170359052712
PE,4,55764,42.60045836516425,92,0.07028265851795264
PE,5,66848,51.067990832696715,190,0.14514896867838045
PE,6,62060,47.41023682200153,196,0.1497326203208556
PE,7,69096,52.78533231474408,230,0.17570664629488159
PE,8,68468,52.30557677616501,246,0.18792971734148206
PE,9,39620,30.267379679144383,172,0.13139801375095492
PE,10,33348,25.475935828877006,128,0.09778456837280367
PE,11,29616,22.624904507257448,130,0.09931245225362872
PE,12,23324,17.818181818181817,164,0.1252864782276547
PE,13,18296,13.977081741787623,150,0.11459129106187929
PE,14,14898,11.381207028265852,98,0.0748663101604278
PE,15,11810,9.022154316271964,104,0.07944996180290298
PE,16,8518,6.507257448433919,70,0.053475935828877004
PE,17,10854,8.291825821237586,68,0.05194805194805195
PE,18,7484,5.717341482047364,72,0.05500381970970206
PE,19,7178,5.483575248281131,48,0.03666921313980138
PE,20,3110,2.375859434682964,52,0.03972498090145149
PE,21,8048,6.1482047364400305,54,0.04125286478227655
PE,22,8356,6.383498854087089,58,0.04430863254392666
PE,23,11938,9.119938884644768,58,0.04430863254392666
PE,24,17358,13.260504201680673,68,0.05194805194805195
PE,25,21898,16.728800611153552,72,0.05500381970970206
PE,26,32330,24.698242933537053,70,0.053475935828877004
PE,27,33478,25.575248281130634,78,0.059587471352177235
PE,28,26132,19.963330786860197,90,0.06875477463712758
PE,29,9520,12.727272727272727,48,0.06417112299465241
PE,52,412,2.2032085561497325,14,0.0748663101604278
PI,1,19814,12.52465233881163,40,0.025284450063211124
PI,2,884,0.5587863463969659,34,0.021491782553729456
PI,3,-13488,-8.52591656131479,62,0.039190897597977246
PI,4,7782,4.919089759797725,42,0.02654867256637168
PI,5,16136,10.199747155499368,144,0.09102402022756005
PI,6,13560,8.571428571428571,180,0.11378002528445007
PI,7,10430,6.592920353982301,146,0.0922882427307206
PI,8,6002,3.7939317319848294,82,0.051833122629582805
PI,9,1728,1.0922882427307206,78,0.0493046776232617
PI,10,1272,0.8040455120101138,38,0.02402022756005057
PI,11,1322,0.8356510745891277,32,0.020227560050568902
PI,12,636,0.4020227560050569,12,0.007585335018963337
PI,13,382,0.24146649810366624,18,0.011378002528445006
PI,14,370,0.23388116308470291,6,0.0037926675094816687
PI,15,192,0.1213653603034134,6,0.0037926675094816687
PI,16,78,0.0493046776232617,0,0.0
PI,17,16,0.010113780025284451,2,0.0012642225031605564
PI,18,22,0.01390644753476612,0,0.0
PI,19,36,0.022756005056890013,6,0.0037926675094816687
PI,20,20,0.012642225031605562,8,0.0050568900126422255
PI,21,32,0.020227560050568902,6,0.0037926675094816687
PI,22,32,0.020227560050568902,0,0.0
PI,23,290,0.18331226295828065,4,0.0025284450063211127
PI,24,264,0.16687737041719342,2,0.0012642225031605564
PI,25,5532,3.4968394437420987,22,0.01390644753476612
PI,26,4702,2.972187104930468,14,0.008849557522123894
PI,27,6582,4.160556257901391,44,0.02781289506953224
PI,28,7216,4.561314791403287,74,0.04677623261694058
PI,29,3162,3.497787610619469,34,0.03761061946902655
PI,52,64,0.2831858407079646,0,0.0
PR,1,54850,19.540434627716422,46,0.016387602422515142
PR,2,134972,48.08407552547203,38,0.013537584609903812
PR,3,220302,78.48307801923762,102,0.03633772711079444
PR,4,275936,98.30281439258995,406,0.14463840399002495
PR,5,276400,98.46811542572141,476,0.16957605985037408
PR,6,213022,75.88956180976132,640,0.2280014250089063
PR,7,163430,58.22230138938368,594,0.21161382258639116
PR,8,113218,40.33416458852868,482,0.17171357320983255
PR,9,59678,21.26042037762736,386,0.1375133594584966
PR,10,50090,17.844674029212683,362,0.12896330602066264
PR,11,32052,11.41859636622729,290,0.10331314570716067
PR,12,22388,7.9757748485928035,188,0.06697541859636623
PR,13,20758,7.395083719273245,78,0.027787673672960457
PR,14,18006,6.414677591734948,90,0.03206270039187745
PR,15,15460,5.507659422871393,114,0.04061275382971143
PR,16,16716,5.9551122194513715,80,0.028500178126113287
PR,17,25650,9.137869611685073,52,0.018525115781973637
